,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Vertex 1,Vertex 2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,ID,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),Tweet,URLs in Tweet,Domains in Tweet,Hashtags in Tweet,Tweet Date (UTC),Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,Edge Weight
chazss50,natlparkservice,,,,,,,,,,1939,,,Mentions,5/2/2019 16:41,@rtanphoto @Gov_Island @nycfeelings @NYCDailyPics @ThePhotoHour @nycgo @StatueEllisNPS @NatlParkService… https://t.co/NVZ7wabysi,https://twitter.com/i/web/status/1123990827276095488,twitter.com,,5/2/2019 16:41,https://twitter.com/#!/chazss50/status/1123990827276095488,,,1123990827276095488,1123685542976208896,1
chazss50,statueellisnps,,,,,,,,,,1940,,,Mentions,5/2/2019 16:41,@rtanphoto @Gov_Island @nycfeelings @NYCDailyPics @ThePhotoHour @nycgo @StatueEllisNPS @NatlParkService… https://t.co/NVZ7wabysi,https://twitter.com/i/web/status/1123990827276095488,twitter.com,,5/2/2019 16:41,https://twitter.com/#!/chazss50/status/1123990827276095488,,,1123990827276095488,1123685542976208896,1
chazss50,nycgo,,,,,,,,,,1941,,,Mentions,5/2/2019 16:41,@rtanphoto @Gov_Island @nycfeelings @NYCDailyPics @ThePhotoHour @nycgo @StatueEllisNPS @NatlParkService… https://t.co/NVZ7wabysi,https://twitter.com/i/web/status/1123990827276095488,twitter.com,,5/2/2019 16:41,https://twitter.com/#!/chazss50/status/1123990827276095488,,,1123990827276095488,1123685542976208896,1
chazss50,thephotohour,,,,,,,,,,1942,,,Mentions,5/2/2019 16:41,@rtanphoto @Gov_Island @nycfeelings @NYCDailyPics @ThePhotoHour @nycgo @StatueEllisNPS @NatlParkService… https://t.co/NVZ7wabysi,https://twitter.com/i/web/status/1123990827276095488,twitter.com,,5/2/2019 16:41,https://twitter.com/#!/chazss50/status/1123990827276095488,,,1123990827276095488,1123685542976208896,1
chazss50,nycdailypics,,,,,,,,,,1943,,,Mentions,5/2/2019 16:41,@rtanphoto @Gov_Island @nycfeelings @NYCDailyPics @ThePhotoHour @nycgo @StatueEllisNPS @NatlParkService… https://t.co/NVZ7wabysi,https://twitter.com/i/web/status/1123990827276095488,twitter.com,,5/2/2019 16:41,https://twitter.com/#!/chazss50/status/1123990827276095488,,,1123990827276095488,1123685542976208896,1
chazss50,nycfeelings,,,,,,,,,,1944,,,Mentions,5/2/2019 16:41,@rtanphoto @Gov_Island @nycfeelings @NYCDailyPics @ThePhotoHour @nycgo @StatueEllisNPS @NatlParkService… https://t.co/NVZ7wabysi,https://twitter.com/i/web/status/1123990827276095488,twitter.com,,5/2/2019 16:41,https://twitter.com/#!/chazss50/status/1123990827276095488,,,1123990827276095488,1123685542976208896,1
chazss50,gov_island,,,,,,,,,,1945,,,Mentions,5/2/2019 16:41,@rtanphoto @Gov_Island @nycfeelings @NYCDailyPics @ThePhotoHour @nycgo @StatueEllisNPS @NatlParkService… https://t.co/NVZ7wabysi,https://twitter.com/i/web/status/1123990827276095488,twitter.com,,5/2/2019 16:41,https://twitter.com/#!/chazss50/status/1123990827276095488,,,1123990827276095488,1123685542976208896,1
chazss50,rtanphoto,,,,,,,,,,1946,,,Replies to,5/2/2019 16:41,@rtanphoto @Gov_Island @nycfeelings @NYCDailyPics @ThePhotoHour @nycgo @StatueEllisNPS @NatlParkService… https://t.co/NVZ7wabysi,https://twitter.com/i/web/status/1123990827276095488,twitter.com,,5/2/2019 16:41,https://twitter.com/#!/chazss50/status/1123990827276095488,,,1123990827276095488,1123685542976208896,1
kerrydexter,perceptivetrav,,,,,,,,,,1947,,,Mentions,5/2/2019 16:44,Stargazing???? Ideas at @NatlParkService  and @ParksCanada --&gt; story at @perceptivetrav  https://t.co/6GmfL93ayH… https://t.co/7TR7qK30pU,https://perceptivetravel.com/blog/2016/12/20/stars-and-travel-north-america/ https://twitter.com/i/web/status/1123991683161567232,perceptivetravel.com twitter.com,,5/2/2019 16:44,https://twitter.com/#!/kerrydexter/status/1123991683161567232,,,1123991683161567232,,1
kerrydexter,parkscanada,,,,,,,,,,1948,,,Mentions,5/2/2019 16:44,Stargazing???? Ideas at @NatlParkService  and @ParksCanada --&gt; story at @perceptivetrav  https://t.co/6GmfL93ayH… https://t.co/7TR7qK30pU,https://perceptivetravel.com/blog/2016/12/20/stars-and-travel-north-america/ https://twitter.com/i/web/status/1123991683161567232,perceptivetravel.com twitter.com,,5/2/2019 16:44,https://twitter.com/#!/kerrydexter/status/1123991683161567232,,,1123991683161567232,,1
kerrydexter,natlparkservice,,,,,,,,,,1949,,,Mentions,5/2/2019 16:44,Stargazing???? Ideas at @NatlParkService  and @ParksCanada --&gt; story at @perceptivetrav  https://t.co/6GmfL93ayH… https://t.co/7TR7qK30pU,https://perceptivetravel.com/blog/2016/12/20/stars-and-travel-north-america/ https://twitter.com/i/web/status/1123991683161567232,perceptivetravel.com twitter.com,,5/2/2019 16:44,https://twitter.com/#!/kerrydexter/status/1123991683161567232,,,1123991683161567232,,1
cassiescompass,deathvalleynps,,,,,,,,,,1950,,,Replies to,5/1/2019 21:01,@deathvalleynps offers snowcapped mountain peaks to desolate salt pans and sand dunes. Explore it all on the open r… https://t.co/g9LOUnEP1N,https://twitter.com/i/web/status/1123693916606406657,twitter.com,,5/1/2019 21:01,https://twitter.com/#!/cassiescompass/status/1123693916606406657,,,1123693916606406657,,1
cassiescompass,cassiescompass,,,,,,,,,,1951,,,Tweet,5/2/2019 16:46,"From snowcapped mountain peaks to desolate salt pans and sand dunes, there's no better way to explore… https://t.co/ZKFEjZAADG",https://twitter.com/i/web/status/1123992042768621574,twitter.com,,5/2/2019 16:46,https://twitter.com/#!/cassiescompass/status/1123992042768621574,,,1123992042768621574,,1
higuchijd,jacl_national,,,,,,,,,,1952,,,Mentions,5/2/2019 16:47,RT @HeartMountainWY: Read in today's @Pacific_Citizen about https://t.co/o3BK60A93L at the @JACL_National Convention this summer! Hope to s…,https://www.jacsc.org/,jacsc.org,,5/2/2019 16:47,https://twitter.com/#!/higuchijd/status/1123992510890692608,,,1123992510890692608,,1
higuchijd,pacific_citizen,,,,,,,,,,1953,,,Mentions,5/2/2019 16:47,RT @HeartMountainWY: Read in today's @Pacific_Citizen about https://t.co/o3BK60A93L at the @JACL_National Convention this summer! Hope to s…,https://www.jacsc.org/,jacsc.org,,5/2/2019 16:47,https://twitter.com/#!/higuchijd/status/1123992510890692608,,,1123992510890692608,,1
higuchijd,heartmountainwy,,,,,,,,,,1954,,,Mentions,5/2/2019 16:47,RT @HeartMountainWY: Read in today's @Pacific_Citizen about https://t.co/o3BK60A93L at the @JACL_National Convention this summer! Hope to s…,https://www.jacsc.org/,jacsc.org,,5/2/2019 16:47,https://twitter.com/#!/higuchijd/status/1123992510890692608,,,1123992510890692608,,1
natparksgal,natlparkservice,,,,,,,,,,1955,,,Mentions,5/2/2019 16:46,"@RockThePark_ @NatlParkService My favorite park is Rocky Mountain NP, but if my choice could include a Wilderness A… https://t.co/qZ7mqncApx",https://twitter.com/i/web/status/1123992171516968968,twitter.com,,5/2/2019 16:46,https://twitter.com/#!/natparksgal/status/1123992171516968968,,,1123992171516968968,1123980625990569985,1
natparksgal,rockthepark_,,,,,,,,,,1956,,,Replies to,5/2/2019 16:46,"@RockThePark_ @NatlParkService My favorite park is Rocky Mountain NP, but if my choice could include a Wilderness A… https://t.co/qZ7mqncApx",https://twitter.com/i/web/status/1123992171516968968,twitter.com,,5/2/2019 16:46,https://twitter.com/#!/natparksgal/status/1123992171516968968,,,1123992171516968968,1123980625990569985,1
natparksgal,natlparkservice,,,,,,,,,,1957,,,Mentions,5/2/2019 16:48,@RockThePark_ @NatlParkService Ooops! *Buckskin Pass*,,,,5/2/2019 16:48,https://twitter.com/#!/natparksgal/status/1123992738314227728,,,1123992738314227728,1123992171516968968,1
natparksgal,rockthepark_,,,,,,,,,,1958,,,Replies to,5/2/2019 16:48,@RockThePark_ @NatlParkService Ooops! *Buckskin Pass*,,,,5/2/2019 16:48,https://twitter.com/#!/natparksgal/status/1123992738314227728,,,1123992738314227728,1123992171516968968,1
campstuffs,natlparkservice,,,,,,,,,,1959,,,Mentions,5/2/2019 16:49,"RT @NatlParkService: Who are YOU in the great outdoors?

#FindYourPark ???????????????? https://t.co/0HyvcsaFqh",,,findyourpark,5/2/2019 16:49,https://twitter.com/#!/campstuffs/status/1123992974352879616,,,1123992974352879616,,1
ravencee,natlparkservice,,,,,,,,,,1960,,,Mentions,5/2/2019 16:51,"RT @NatlParkService: Who are YOU in the great outdoors?

#FindYourPark ???????????????? https://t.co/0HyvcsaFqh",,,findyourpark,5/2/2019 16:51,https://twitter.com/#!/ravencee/status/1123993307636555777,,,1123993307636555777,,1
lil__mamacita,lil__mamacita,,,,,,,,,,1961,,,Tweet,5/2/2019 16:51,Witty Plant Whisperer https://t.co/odHv8UzjAA,https://twitter.com/natlparkservice/status/1123764787182223360,twitter.com,,5/2/2019 16:51,https://twitter.com/#!/lil__mamacita/status/1123993379375931392,,,1123993379375931392,,1
fortiz71961,whitehouse,,,,,,,,,,1962,,,Mentions,5/2/2019 16:51,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse U didnt know what a monument was until u went to washington,,,,5/2/2019 16:51,https://twitter.com/#!/fortiz71961/status/1123993458627239938,,,1123993458627239938,1122880769347719169,1
fortiz71961,usda_ars,,,,,,,,,,1963,,,Mentions,5/2/2019 16:51,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse U didnt know what a monument was until u went to washington,,,,5/2/2019 16:51,https://twitter.com/#!/fortiz71961/status/1123993458627239938,,,1123993458627239938,1122880769347719169,1
fortiz71961,natlparkservice,,,,,,,,,,1964,,,Mentions,5/2/2019 16:51,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse U didnt know what a monument was until u went to washington,,,,5/2/2019 16:51,https://twitter.com/#!/fortiz71961/status/1123993458627239938,,,1123993458627239938,1122880769347719169,1
fortiz71961,flotus,,,,,,,,,,1965,,,Replies to,5/2/2019 16:51,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse U didnt know what a monument was until u went to washington,,,,5/2/2019 16:51,https://twitter.com/#!/fortiz71961/status/1123993458627239938,,,1123993458627239938,1122880769347719169,1
hungryseagull,rtanphoto,,,,,,,,,,1966,,,Mentions,5/2/2019 16:53,RT @rtanphoto: It’s opening day of #GovernorsIsland ! #NewYorkCity #StatueofLiberty #NewYork #nyc #timeoutnewyork #seeyourcity #nightphotog…,,,governorsisland newyorkcity statueofliberty newyork nyc timeoutnewyork seeyourcity,5/2/2019 16:53,https://twitter.com/#!/hungryseagull/status/1123994049285902336,,,1123994049285902336,,1
nc_asla,georgeholding,,,,,,,,,,1967,,,Mentions,5/2/2019 16:58,Thanks Matt with @GeorgeHolding’s office. Pleasure meeting with you and discussing the @NatlParkService restore our… https://t.co/c9S0PQrX92,https://twitter.com/i/web/status/1123995096775573505,twitter.com,,5/2/2019 16:58,https://twitter.com/#!/nc_asla/status/1123995096775573505,,,1123995096775573505,,1
nationalasla,georgeholding,,,,,,,,,,1968,,,Mentions,5/2/2019 16:59,"RT @NC_ASLA: Thanks Matt with @GeorgeHolding’s office. Pleasure meeting with you and discussing the @NatlParkService restore our parks act,…",,,,5/2/2019 16:59,https://twitter.com/#!/nationalasla/status/1123995410438217728,,,1123995410438217728,,1
nc_asla,natlparkservice,,,,,,,,,,1969,,,Mentions,5/2/2019 16:58,Thanks Matt with @GeorgeHolding’s office. Pleasure meeting with you and discussing the @NatlParkService restore our… https://t.co/c9S0PQrX92,https://twitter.com/i/web/status/1123995096775573505,twitter.com,,5/2/2019 16:58,https://twitter.com/#!/nc_asla/status/1123995096775573505,,,1123995096775573505,,1
nationalasla,nc_asla,,,,,,,,,,1970,,,Mentions,5/2/2019 16:59,"RT @NC_ASLA: Thanks Matt with @GeorgeHolding’s office. Pleasure meeting with you and discussing the @NatlParkService restore our parks act,…",,,,5/2/2019 16:59,https://twitter.com/#!/nationalasla/status/1123995410438217728,,,1123995410438217728,,1
nationalasla,natlparkservice,,,,,,,,,,1971,,,Mentions,5/2/2019 16:59,"RT @NC_ASLA: Thanks Matt with @GeorgeHolding’s office. Pleasure meeting with you and discussing the @NatlParkService restore our parks act,…",,,,5/2/2019 16:59,https://twitter.com/#!/nationalasla/status/1123995410438217728,,,1123995410438217728,,1
carfulofkids,carfulofkids,,,,,,,,,,1972,,,Tweet,5/2/2019 17:01,Did you know that your Alaskan Cruise ?? sails through a National Forest ??YES! And the Kids ???????? can earn… https://t.co/L8wLPfljuH,https://twitter.com/i/web/status/1123995981199048709,twitter.com,,5/2/2019 17:01,https://twitter.com/#!/carfulofkids/status/1123995981199048709,,,1123995981199048709,,1
sightcpass,rtanphoto,,,,,,,,,,1973,,,Mentions,5/2/2019 17:02,RT @rtanphoto: It’s opening day of #GovernorsIsland ! #NewYorkCity #StatueofLiberty #NewYork #nyc #timeoutnewyork #seeyourcity #nightphotog…,,,governorsisland newyorkcity statueofliberty newyork nyc timeoutnewyork seeyourcity,5/2/2019 17:02,https://twitter.com/#!/sightcpass/status/1123996238343438337,,,1123996238343438337,,1
ncpcgov,natlparkservice,,,,,,,,,,1974,,,Mentions,5/2/2019 17:12,"First up, @NCPCgov will provide comments on a concept design submitted by @NatlParkService for a memorial to honor… https://t.co/lQz9WmhCJR",https://twitter.com/i/web/status/1123998662634430466,twitter.com,,5/2/2019 17:12,https://twitter.com/#!/ncpcgov/status/1123998662634430466,,,1123998662634430466,,1
amberis4lsu,whitehouse,,,,,,,,,,1975,,,Mentions,5/2/2019 17:19,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,5/2/2019 17:19,https://twitter.com/#!/amberis4lsu/status/1124000494299561984,,,1124000494299561984,,1
amberis4lsu,flotus,,,,,,,,,,1976,,,Mentions,5/2/2019 17:19,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,5/2/2019 17:19,https://twitter.com/#!/amberis4lsu/status/1124000494299561984,,,1124000494299561984,,1
lagloriacubano,whitehouse,,,,,,,,,,1977,,,Mentions,5/2/2019 17:25,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse ?????? https://t.co/3E7dru915s,,,,5/2/2019 17:25,https://twitter.com/#!/lagloriacubano/status/1124002044136894465,,,1124002044136894465,1122880769347719169,1
lagloriacubano,usda_ars,,,,,,,,,,1978,,,Mentions,5/2/2019 17:25,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse ?????? https://t.co/3E7dru915s,,,,5/2/2019 17:25,https://twitter.com/#!/lagloriacubano/status/1124002044136894465,,,1124002044136894465,1122880769347719169,1
lagloriacubano,natlparkservice,,,,,,,,,,1979,,,Mentions,5/2/2019 17:25,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse ?????? https://t.co/3E7dru915s,,,,5/2/2019 17:25,https://twitter.com/#!/lagloriacubano/status/1124002044136894465,,,1124002044136894465,1122880769347719169,1
lagloriacubano,flotus,,,,,,,,,,1980,,,Replies to,5/2/2019 17:25,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse ?????? https://t.co/3E7dru915s,,,,5/2/2019 17:25,https://twitter.com/#!/lagloriacubano/status/1124002044136894465,,,1124002044136894465,1122880769347719169,1
in2theyonder,natlparkservice,,,,,,,,,,1981,,,Mentions,5/2/2019 17:27,"RT @NatlParkService: Who are YOU in the great outdoors?

#FindYourPark ???????????????? https://t.co/0HyvcsaFqh",,,findyourpark,5/2/2019 17:27,https://twitter.com/#!/in2theyonder/status/1124002487994863616,,,1124002487994863616,,1
courtneyknox26,natlparkservice,,,,,,,,,,1982,,,Mentions,5/2/2019 2:24,@RoadTripsCoffee @NatlParkService A3. That is gorgeous but would love to explore Yosemite! #ParkChat #travel https://t.co/tD3PRlXPdw,,,parkchat travel,5/2/2019 2:24,https://twitter.com/#!/courtneyknox26/status/1123775341724602374,,,1123775341724602374,1123757760003366912,1
courtneyknox26,roadtripscoffee,,,,,,,,,,1983,,,Replies to,5/2/2019 2:24,@RoadTripsCoffee @NatlParkService A3. That is gorgeous but would love to explore Yosemite! #ParkChat #travel https://t.co/tD3PRlXPdw,,,parkchat travel,5/2/2019 2:24,https://twitter.com/#!/courtneyknox26/status/1123775341724602374,,,1123775341724602374,1123757760003366912,1
courtneyknox26,natlparkservice,,,,,,,,,,1984,,,Replies to,5/2/2019 17:28,@NatlParkService I am a witty selfie taker who doesn’t need filters! ????????#selfiethursday https://t.co/tzWYrMvv0T,,,selfiethursday,5/2/2019 17:28,https://twitter.com/#!/courtneyknox26/status/1124002716710244353,,,1124002716710244353,1123764787182223360,1
kelseys_wisdom,natlparkservice,,,,,,,,,,1985,,,Mentions,5/2/2019 17:30,"RT @NatlParkService: Who are YOU in the great outdoors?

#FindYourPark ???????????????? https://t.co/0HyvcsaFqh",,,findyourpark,5/2/2019 17:30,https://twitter.com/#!/kelseys_wisdom/status/1124003261869174784,,,1124003261869174784,,1
usfws_crfwco,natlparkservice,,,,,,,,,,1986,,,Mentions,5/2/2019 17:34,"RT @NatlParkService: Who are YOU in the great outdoors?

#FindYourPark ???????????????? https://t.co/0HyvcsaFqh",,,findyourpark,5/2/2019 17:34,https://twitter.com/#!/usfws_crfwco/status/1124004167171833858,,,1124004167171833858,,1
gmadavault,gmadavault,,,,,,,,,,1987,,,Tweet,5/2/2019 17:39,who are yall https://t.co/87vJdnJAij,https://twitter.com/NatlParkService/status/1123764787182223360,twitter.com,,5/2/2019 17:39,https://twitter.com/#!/gmadavault/status/1124005526487085058,,,1124005526487085058,,1
mikewebbnow,timkaine,,,,,,,,,,1988,,,Mentions,5/1/2019 16:43,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/LJQKlBIlFm,https://twitter.com/i/web/status/1123628989871005696,twitter.com,,5/1/2019 16:43,https://twitter.com/#!/mikewebbnow/status/1123628989871005696,,,1123628989871005696,1123627059811627014,1
mikewebbnow,timkaine,,,,,,,,,,1989,,,Mentions,5/1/2019 16:44,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/AsmpkUd6Q7,https://twitter.com/i/web/status/1123629338069491712,twitter.com,,5/1/2019 16:44,https://twitter.com/#!/mikewebbnow/status/1123629338069491712,,,1123629338069491712,1123628989871005696,1
mikewebbnow,timkaine,,,,,,,,,,1990,,,Mentions,5/1/2019 16:45,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/bxfN13X6G8,https://twitter.com/i/web/status/1123629637685383169,twitter.com,,5/1/2019 16:45,https://twitter.com/#!/mikewebbnow/status/1123629637685383169,,,1123629637685383169,1123629338069491712,1
mikewebbnow,timkaine,,,,,,,,,,1991,,,Mentions,5/1/2019 16:48,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/tRYo2ZdWKn,https://twitter.com/i/web/status/1123630341363781632,twitter.com,,5/1/2019 16:48,https://twitter.com/#!/mikewebbnow/status/1123630341363781632,,,1123630341363781632,1123629637685383169,1
mikewebbnow,timkaine,,,,,,,,,,1992,,,Mentions,5/1/2019 16:49,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/moGj7NXOQU,https://twitter.com/i/web/status/1123630499338051584,twitter.com,,5/1/2019 16:49,https://twitter.com/#!/mikewebbnow/status/1123630499338051584,,,1123630499338051584,1123630341363781632,1
mikewebbnow,timkaine,,,,,,,,,,1993,,,Mentions,5/1/2019 16:50,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/2CJOXaefnR,https://twitter.com/i/web/status/1123630676836851712,twitter.com,,5/1/2019 16:50,https://twitter.com/#!/mikewebbnow/status/1123630676836851712,,,1123630676836851712,1123630499338051584,1
mikewebbnow,timkaine,,,,,,,,,,1994,,,Mentions,5/1/2019 16:50,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/8AUMr78aHi,https://twitter.com/i/web/status/1123630754485997568,twitter.com,,5/1/2019 16:50,https://twitter.com/#!/mikewebbnow/status/1123630754485997568,,,1123630754485997568,1123630676836851712,1
mikewebbnow,timkaine,,,,,,,,,,1995,,,Mentions,5/1/2019 16:51,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/WcSRmRtOqj,https://twitter.com/i/web/status/1123630968483590149,twitter.com,,5/1/2019 16:51,https://twitter.com/#!/mikewebbnow/status/1123630968483590149,,,1123630968483590149,1123630754485997568,1
mikewebbnow,timkaine,,,,,,,,,,1996,,,Mentions,5/1/2019 17:09,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/J7rndvSw89,https://twitter.com/i/web/status/1123635481642717184,twitter.com,,5/1/2019 17:09,https://twitter.com/#!/mikewebbnow/status/1123635481642717184,,,1123635481642717184,1123631268942491648,1
mikewebbnow,timkaine,,,,,,,,,,1997,,,Mentions,5/1/2019 17:11,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/oxjb9fS5Ww,https://twitter.com/i/web/status/1123636159727439878,twitter.com,,5/1/2019 17:11,https://twitter.com/#!/mikewebbnow/status/1123636159727439878,,,1123636159727439878,1123635481642717184,1
mikewebbnow,timkaine,,,,,,,,,,1998,,,Mentions,5/1/2019 17:13,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/DfhMXMrico,https://twitter.com/i/web/status/1123636608274771974,twitter.com,,5/1/2019 17:13,https://twitter.com/#!/mikewebbnow/status/1123636608274771974,,,1123636608274771974,1123636159727439878,1
mikewebbnow,timkaine,,,,,,,,,,1999,,,Mentions,5/1/2019 17:19,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/caSiN02Zeb,https://twitter.com/i/web/status/1123638006588551173,twitter.com,,5/1/2019 17:19,https://twitter.com/#!/mikewebbnow/status/1123638006588551173,,,1123638006588551173,1123637521978675201,1
mikewebbnow,timkaine,,,,,,,,,,2000,,,Mentions,5/1/2019 17:19,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/VyWBcXqLCO,https://twitter.com/i/web/status/1123638093129629696,twitter.com,,5/1/2019 17:19,https://twitter.com/#!/mikewebbnow/status/1123638093129629696,,,1123638093129629696,1123637521978675201,1
mikewebbnow,timkaine,,,,,,,,,,2001,,,Mentions,5/1/2019 17:20,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/uYp9W7F8Sv,https://twitter.com/i/web/status/1123638283597172737,twitter.com,,5/1/2019 17:20,https://twitter.com/#!/mikewebbnow/status/1123638283597172737,,,1123638283597172737,1123638093129629696,1
mikewebbnow,timkaine,,,,,,,,,,2002,,,Mentions,5/1/2019 17:21,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/UXVOfEfIl6,https://twitter.com/i/web/status/1123638514892115969,twitter.com,,5/1/2019 17:21,https://twitter.com/#!/mikewebbnow/status/1123638514892115969,,,1123638514892115969,1123638283597172737,1
mikewebbnow,timkaine,,,,,,,,,,2003,,,Mentions,5/1/2019 17:22,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/zkclnH6sqg,https://twitter.com/i/web/status/1123638804747825152,twitter.com,,5/1/2019 17:22,https://twitter.com/#!/mikewebbnow/status/1123638804747825152,,,1123638804747825152,1123638514892115969,1
mikewebbnow,timkaine,,,,,,,,,,2004,,,Mentions,5/1/2019 17:23,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/IUbjz6CI3q,https://twitter.com/i/web/status/1123639017109696513,twitter.com,,5/1/2019 17:23,https://twitter.com/#!/mikewebbnow/status/1123639017109696513,,,1123639017109696513,1123638804747825152,1
mikewebbnow,timkaine,,,,,,,,,,2005,,,Mentions,5/1/2019 17:24,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/XFBwjY9xNc,https://twitter.com/i/web/status/1123639328629043207,twitter.com,,5/1/2019 17:24,https://twitter.com/#!/mikewebbnow/status/1123639328629043207,,,1123639328629043207,1123639017109696513,1
mikewebbnow,timkaine,,,,,,,,,,2006,,,Mentions,5/1/2019 17:26,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/goZCbo00mE,https://twitter.com/i/web/status/1123639833761652736,twitter.com,,5/1/2019 17:26,https://twitter.com/#!/mikewebbnow/status/1123639833761652736,,,1123639833761652736,1123639328629043207,1
mikewebbnow,timkaine,,,,,,,,,,2007,,,Mentions,5/1/2019 17:27,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/qd1uHymqRf,https://twitter.com/i/web/status/1123640007577743360,twitter.com,,5/1/2019 17:27,https://twitter.com/#!/mikewebbnow/status/1123640007577743360,,,1123640007577743360,1123639833761652736,1
mikewebbnow,timkaine,,,,,,,,,,2008,,,Mentions,5/1/2019 17:29,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/xkJbjBQ3af,https://twitter.com/i/web/status/1123640512383205376,twitter.com,,5/1/2019 17:29,https://twitter.com/#!/mikewebbnow/status/1123640512383205376,,,1123640512383205376,1123640007577743360,1
mikewebbnow,timkaine,,,,,,,,,,2009,,,Mentions,5/1/2019 17:30,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/flvIAlJRXT,https://twitter.com/i/web/status/1123640845247373312,twitter.com,,5/1/2019 17:30,https://twitter.com/#!/mikewebbnow/status/1123640845247373312,,,1123640845247373312,1123640512383205376,1
mikewebbnow,timkaine,,,,,,,,,,2010,,,Mentions,5/1/2019 17:31,@news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell @timkaine… https://t.co/fDUkYWsroU,https://twitter.com/i/web/status/1123641037933641728,twitter.com,,5/1/2019 17:31,https://twitter.com/#!/mikewebbnow/status/1123641037933641728,,,1123641037933641728,1123640845247373312,1
